channel_title,video_count,channel_ids,channel_countries,is_news,review_status,suggested_news,notes
NATURE COASTER,1,UCAN-ZiH3xhZqnN-Rnl_ne2w,IN,,needs_review,,
Nature Explorer 🍀,1,UCz9l7sByNd5JiEpgqtu3C2Q,GB,,needs_review,,
Nature Gaming,1,UC4TzfIFIxTW1GWTOy3q54eQ,IN,,needs_review,,
Nature Hopper,1,UC9EgQpm6w9FWgkNukqOD-6w,,,needs_review,,
Nature is Beautiful,1,UCi4jegstsdCbS53K4h_WEJQ,IN,,needs_review,,
Nature is good Ant,1,UC-jtkhvOmpyQg6LFH2CEY6w,,,needs_review,,
Nature is Love,1,UCXonzYnd9hlKKF3AaPy1BVQ,,,needs_review,,
Nature Life,1,UCXToUIKm9Zwc50TBbz7CBag,IN,,needs_review,,
Nature Love,1,UCZMA8zTR9isovggvGU3VAdA,PK,,needs_review,,
nature lover,1,UCsJ4FhFWSJ4q_POs15LCm8g,IN,,needs_review,,
Nature Lover's,1,UCn-i2RnITpv6Y2-k8BXnPwQ,IN,,needs_review,,
Nature lovers,1,UCVmZEV09mrCPcr99AqzNHiA,IN,,needs_review,,
Nature Melodies,1,UCSCtMhsxEYoSkQhFeDp8LgA,PK,,needs_review,,
Nature Mother,1,UCmIMcwqWQbd1gDHnDKdkpXQ,,,needs_review,,
Nature Movements,1,UCzDl16AmpfRnJAKG1Aaf1UA,SG,,needs_review,,
nature of beauty,1,UC7kIMiySDKtIslarbUclr7w,,,needs_review,,
Nature of World 4k,1,UCta1D-TlCjkcTpS4ZQs4SeQ,US,,needs_review,yes,
Nature Only,1,UCwMwRyKtKdTP7vmA3JK1hNA,US,,needs_review,,
Nature Picture Library,1,UCkmJ3xovRn_C-l585sJae1w,GB,,needs_review,,
Nature Pristinee,1,UC-MJI-sDbBB10BODBAnNLCw,TR,,needs_review,,
NATURE RELAXATION MOVIES•869k Views • 6 hours ago,1,UCoJv2IlK1t1DKmEtInmYYxA,US,,needs_review,,
Nature Relaxing Music,1,UC1SmL7ibZVDHcaznRvEH4hQ,AE,,needs_review,,
Nature Short,1,UCJbINwviVhrUSJUmG8h--zQ,,,needs_review,,
Nature Shorts,1,UCS03tewb0LL13WVRqrvu1Fg,,,needs_review,,
Nature Shorts and Travel World,1,UCu1Bo95ZAvbvRRtVkHnfAHw,IN,,needs_review,yes,
Nature slogans,1,UCQ51o53gpJ2k9a_PHAjVNVA,PK,,needs_review,,
Nature Sound Core,1,UClGPeg8ooKRQ_GBBA74tzzw,US,,needs_review,,
Nature Stock Footage,1,UC4OQPR17HKP560qXUby12jA,PK,,needs_review,,
Nature Stories by Gaurav,1,UCL-qr3nDQfR6bDE5z0xU35Q,IN,,needs_review,,
Nature Symphony,1,UCrRQ-n1Z2CWrXZ6W08qUhSQ,IN,,needs_review,,
NATURE VIBES,1,UCfh7TkTIjlm79f7_qYWBxdw,,,needs_review,,
nature video,1,UC7c8mE90qCtu11z47U0KErg,,,needs_review,,
Nature view 4K,1,UC_hBjQxfBEhPW5RD_pkIASQ,BD,,needs_review,,
Nature Views 24,1,UCEn4FFYQXmeiz0WbhiiEJRw,,,needs_review,,
Nature vs. Wonder,1,UCrmfgLOSwtWNKOWzDF-V2-A,,,needs_review,,
Nature With Drone,1,UCWfiC0bH2pDtkiTcMIswk_Q,,,needs_review,,
NATURE WITH DV,1,UCoc3IzfXpePVnXwQtvp4fYA,IN,,needs_review,,
Nature Wonders Hub,1,UCr1qfCsNW2h2wAHLxleGUJA,,,needs_review,,
Nature World,1,UCK2OFpOXCAzgL4OYzeCdEgg,,,needs_review,yes,
Nature ⭐,1,UCXw_R2SfHhI1WsP-xXoxtUQ,,,needs_review,,
NATURE'S 4K,1,UCWQ7x2m0qGXqC08gAlnnncQ,,,needs_review,,
Nature's Beauty,1,UC9Rvxazsa5r3Ml2i0oBhA7w,US,,needs_review,,
Nature's Beauty Around Us,1,UC9k-e2FYXgPE9Xovx6MxFkw,US,,needs_review,,
Nature's descendant.,1,UCmQna8CQZn7LEYAU0LW3A0A,IN,,needs_review,,
Nature's Gems,1,UCjLjG5Q0KEsqSvvEQe9KUzw,IN,,needs_review,,
Nature's heaven,1,UCSs9VMMdMM4bYxg0IdnZ2zw,IN,,needs_review,,
NATURE'S HUB,1,UCNPV51Ee4_dbmm6ygrtqQqg,,,needs_review,,
Nature's Symphony,1,UCfWwGZl6PZRebZQC6SuG_oQ,PK,,needs_review,,
Nature's Symphony 4K Film Music,1,UCuKR3yoi_E1j6vk8CE3Onkg,US,,needs_review,,
Nature's Treasure,1,UCpyrL0X_JRavRjFu65Kycrg,IN,,needs_review,,
Nature's Viture,1,UCwSyVYPxnBvG2M8kWErMB5A,PK,,needs_review,,
Nature'sWill_,1,UC_QDhuLsxSHCaUjx6ww1Rmw,,,needs_review,,
Nature05M,1,UCaMKuAhbzw4k2bhx-WCzNyw,,,needs_review,,
nature_lover _trm,1,UCciwIiR-OHg-i_xfhw8xbZQ,,,needs_review,,
NATUREANDSPACE,1,UCPOUWfH4TB1VNl8od7vMtFA,IN,,needs_review,,
NATUREBEAUTY 8967,1,UC-9axbtpeydTSPZE8yqO9uA,IN,,needs_review,,
NatureFables,1,UCN2Ac54gcqMmHPcePi5qHaA,,,needs_review,,
NatureGirlDoll (NGD),1,UCqjFdRUa1wZLlrct9RpPSVg,US,,needs_review,,
naturelover,1,UCXCVdzl_C9qDsmnqREP1kEQ,IN,,needs_review,,
Naturepia,1,UC3zucajSnkwHIs-SV1cOmcg,,,needs_review,,
Natures beauty,1,UCFMFUnfoKNEKD71aO_VBlTg,IN,,needs_review,,
NatureThrob,1,UCIsu7LoLlNfo0Yl0cyE8iOg,,,needs_review,,
NatureTruths,1,UCBLuQZ46LZC_jR-WfEtW2Gg,IN,,needs_review,,
NatureTV,1,UCRBiphVKRMkICZFsMme4XBQ,US,,needs_review,yes,
Natureunscripted,1,UCfW2N9aZE8TAiiCCB6oTG4A,,,needs_review,,
Natureview and Relax,1,UCS6kg4j831UwSp0jsC9vW7A,IN,,needs_review,,
NatureWorldwideTv,1,UCLS_4V0_3wBq_TxcvzX9qKA,IN,,needs_review,yes,
Nature🌿🍃 Up,1,UCS1jMfKshKEVJntMPkcRh3g,IN,,needs_review,,
Naturligsej,1,UCvrKHUgx_lGhhY1M5Zk19qQ,DK,,needs_review,,
Natuvo Global Wildlife,1,UCtBmpBhOfS6G3YA52rnNIhw,US,,needs_review,,
Natália Valkovič,1,UCDPOSAPkcCw4JaY07DiaD8A,US,,needs_review,,
Naushad,1,UCUP8Awk-rn5llNladJDDuYA,,,needs_review,,
Naushad Khan,1,UC_gUvZBrUGzuCy1ZZf_VgDg,IN,,needs_review,,
Nautilus Kayaks,1,UCoD86sScXRrWCLbimPijDOQ,ES,,needs_review,,
Naval Supremacy,1,UCCQ8RPp8vsaIMrW2bO3Y0FQ,US,,needs_review,,
Naveed Siddiqi,1,UCsaUD96_DmraPdFz7NSLs3g,,,needs_review,,
"Navigare - Akademia żeglarstwa, rejsy i wyprawy",1,UCd9_hVsz0mjNvrxBa4kI6BA,PL,,needs_review,,
Navik Rudra,1,UCa0GE1ISaI-0L_3tKpeOpxQ,IN,,needs_review,,
Navneet bhai,1,UC2srevIbX5kI2S22ONmeNFw,IN,,needs_review,,
Navy Axis,1,UCYAEp59d8NbogReOppSmvcw,US,,needs_review,,
NAVY BREAK,1,UC52wBd6Sinma0k2No43lRYg,US,,needs_review,,
Navy Defence Usa,1,UCGIR3BfJcOxbVH0Sm2QXdnw,US,,needs_review,,
Navy Dominion,1,UCL6ZmEHNXjzxzbthdOR6iiw,US,,needs_review,,
Navy IronGrid,1,UCStS73Iz0F2xHCjYFNTVMYg,US,,needs_review,,
Navy Moments,1,UCK0wdpJpqttfG4aJHOdJ4KA,,,needs_review,,
Navy Pulse,1,UCmBdXRRckgbbBlQ987Id1jg,US,,needs_review,,
NAVY SEALS,1,UCzyl-1mbo_kfh4txnKVnEMQ,,,needs_review,,
Navy Vector,1,UCq2M7QysTYLmK2sN57Fddew,US,,needs_review,,
NAWABS,1,UCGX3z__4tjHoCo6bDwNWh_g,,,needs_review,,
Nayan Garai,1,UCY7mXfo9gjD-LtQWZx1sutg,IN,,needs_review,,
Nayan Jani,1,UCdv9QXYnfIv2N2As-6kcgrw,,,needs_review,,
NB Show Telugu,1,UCgRCNbM4tBQ8GL-PYNiSwCQ,IN,,needs_review,,
NBC 10 WJAR,1,UCUdmmvN3uwTsrdpyAlSaAXA,US,,needs_review,,
NBC 15,1,UCJc7is6F67EepYaJjxTxtrg,US,,needs_review,,
NCS Videos,1,UConcfDLPzvJgEtvz99i0O1g,,,needs_review,,
Ndelodok Expert,1,UCCcJL4TmWeBQIma1bMcp2pQ,,,needs_review,,
Nearly There,1,UCtO5ycaESW3I2q7mG0cWr1w,,,needs_review,,
Nebryon - All About Space,1,UCvkm5yj2_sR2GaLkuYtS22w,AE,,needs_review,,
Nebula,1,UCKZWdORrOOJ165wQBVqLRNg,US,,needs_review,,
NEDAK Productions,1,UCi9LJ2hi3Jds2dOgqSNz2Og,,,needs_review,,
Neelam education room for kids,1,UCqEKaD0x8wC5maGd3LlJdEA,,,needs_review,,
Neena Gosain,1,UCtcszK1yinsceuY9-zBHwIA,,,needs_review,,
NeenvIAS,1,UCjDaWs3DiBPAHYoU_nAbi3g,IN,,needs_review,,
Neeraj Singh Rawat,1,UCu2JOxhLrJHKF6DTm2g1S7A,IN,,needs_review,,
Neeraj yadav,1,UCDyI-tfJXTxcKcx1bezGpnw,IN,,needs_review,,
Neetu Art,1,UC9vhE3CGjJCsRK1zQoSxxsQ,,,needs_review,,
NEGARA A-Z,1,UC5v0wPf2HecQ3FTfL2baTww,,,needs_review,,
Negro Exciting News Fun 2,1,UCiAVIQdVxYDAQ7_kpbzJ8Rw,US,,needs_review,yes,
Neha Rawat,1,UCXjjTVirwTj5RrEfB_rXilg,,,needs_review,,
Neha Sharma Study channel,1,UChpF2f0w72iH8n6b4ZVjgeQ,,,needs_review,,
Neha Tyagi,1,UCMNG_oyBxvgswabBGA4hN6Q,,,needs_review,,
Neighbor You Didn’t Know,1,UCR57OeReObF3FK-A9Ambq9w,,,needs_review,,
Neil deGrasse Tyson's SHORTS,1,UCRft8M33agt9f6I2AuZdEYA,,,needs_review,,
neilnotme,1,UCjC_c2zfRhTMqs4CfB9ZXow,,,needs_review,,
Nelson Agostinho,1,UChiIq00kJ9gnFCtB61slClw,,,needs_review,,
Nemat Ansari,1,UC3595sKhHeXphDemcthezzw,,,needs_review,,
neo hsengzcuan,1,UCHTeP2ExJbZScYmMSBn-J7A,,,needs_review,,
Neo__Facts,1,UCwES078gZDT_6yFdw58x5kQ,,,needs_review,,
NeoClips,1,UCxp51t-2pXvQ91fdavhbuJg,,,needs_review,,
NEON ANDHERA FILES,1,UC45qezDHZy6wtj-GcDgkKuA,IN,,needs_review,,
Neon Dance Sensation (Legacy),1,UCIa7XRDSIQh03ZvefFAh7kA,DE,,needs_review,,
Neon Narratives,1,UCk_nKh_zoLybTRv_LvmIFsg,US,,needs_review,,
Neonballs,1,UCp70SHdk_v4pz0E746J1h1A,NL,,needs_review,,
NeoUnrealist,1,UCPz1ReSz6ce_TA9xjGs3DqA,US,,needs_review,,
NeoX_,1,UCsfJy3EftwMM2QlgXAdbWDg,,,needs_review,,
NEP MAHESH,1,UC_-cc6I2Wm63FUSeR9lFX2g,,,needs_review,,
Nepali Sanju Baba,1,UCd8kvXH3qx87vOfUhtxW0ZQ,NP,,needs_review,,
Neptunes Lagoon,1,UCf4M2vxCMIZDPOW952BQ2hw,US,,needs_review,,
Nerb's journey,1,UCLt50GmXvzrgdGUpBgAEEdg,SA,,needs_review,,
Nercy Ereso,1,UCZUGqExmSb9opH5mu_q7qUQ,,,needs_review,,
NerdGasm,1,UCAmH419agUEtbh-Uhf37TuQ,US,,needs_review,,
NerdsMakeMedia,1,UCyXhPLr04n_lhBGNiEv84Bw,US,,needs_review,yes,
Neris Expeditions,1,UCopVNhu_ZHJBgRqraI264uw,UA,,needs_review,,
Nesia_Edtz,1,UCdhwWPW9-xdQgRoaaaenUAg,ID,,needs_review,,
Nested Shades,1,UC-Ieb0pfTGujAoVIATisTkg,CA,,needs_review,,
NET25 News and Information,1,UCnYlMfpbCIg54cEyUiE42vw,PH,,needs_review,yes,
Netflix VS Cinema Podcast,1,UCfBW1tALiaW8I_9LonQXd8Q,GB,,needs_review,,
NetFusion,1,UC6gdv9VBl-LONFLDHbfPAAw,IN,,needs_review,,
nethan pogi,1,UCyoeLvgqntTClLgnZmIXj8w,,,needs_review,,
Netizen Studios,1,UC6WAeFcWpaExPANs8Ag_mPQ,PK,,needs_review,,
nets katou,1,UCzePkCPA3yrFJcLzBV9YI0A,,,needs_review,,
NETX IS LIVE,1,UC5yc8h-sUxjQX6StoFTNizw,IN,,needs_review,,
Neunter Oktober,1,UCQ8qWkZz6Z4CXQu2Soz_6nw,DE,,needs_review,,
Neural Guide,1,UC9DSjN4NhrGiyoEzofpMqmQ,,,needs_review,,
Neural Nexus,1,UCaGORJeX-elWvm8PZb61ogA,IN,,needs_review,,
Neural Snacks,1,UCv3B6Xe-Nj7ChirKXOteu0g,,,needs_review,,
Neuro-Nature Retreats,1,UCMBeoY_kK4YQloMOXZiJsyg,US,,needs_review,,
Neurodivergent Millionaire,1,UC0X_dp-gi39M-RUkR4FGVWg,,,needs_review,,
NeuroJoke,1,UClM_CiTlrphpDG-sF9gxBMw,,,needs_review,,
Neuron News,1,UCvGWcSS026MkO7sGLPih3oQ,TR,,needs_review,yes,
Neurostudio SPASIBOO,1,UCCtq3_EnafO9sBaHL9NlwdA,PL,,needs_review,,
NeutralSamaritan,1,UCL1KiQoccxIbsuRVy49qGrA,US,,needs_review,,
Nevada Political Journal,1,UCz9BigMEUqlDUV-EGrI2gRQ,US,,needs_review,yes,
Never Stop Learning,1,UCfm9WZD_8M9qb5gozr0H-3A,,,needs_review,,
Nevermore Aries,1,UCLSurT261RjGK9kyF6XSLSw,US,,needs_review,,
new  galaxy gamer ff,1,UCCgR6ngwvfUZJM8EHOuwR_Q,,,needs_review,,
New Age Public School Gadarwara,1,UCR-Wi0aO6e79z9PkQRRHIRg,IN,,needs_review,,
New Angle Perspectives,1,UCNcOepa3zgxyk4Pzo9PEFVQ,US,,needs_review,,
New China TV,1,UCHBDXQDmqnaqIEPdEapEFVQ,CN,,needs_review,yes,
New Day Northwest,1,UC_M6Gs2f0lFwH3Pu4UQkeEw,US,,needs_review,,
New Discovery,1,UC-w6ewC0s0u4r86H3mjwcVA,,,needs_review,,
New Explorers Diary,1,UC3i5Q6Kqsh4zCMnP5fP-tuA,,,needs_review,,
New Knowledge,1,UC1KW08NX7Ky-3QWcwdTDMlQ,ID,,needs_review,,
NEW LIGHT,1,UCTBEPVPdJHZvHh-Es7I9z4w,,,needs_review,,
New Motivation tv,1,UCpqN_6d9IOarp8CaTqBuKJA,,,needs_review,yes,
New Planet Earth 2021,1,UCAYorFJVOb16Edzv6outa7A,,,needs_review,,
New Time,1,UCtrb66MMguod-q6Vfi411Cg,,,needs_review,,
New Travel Insight,1,UCe8G9fApuCUh7dQr95UWhag,US,,needs_review,,
New Vlogs,1,UCE-pBJ49TD2LwjDTRtuCIeA,IN,,needs_review,,
New with Sharma,1,UCmdIB0Uw4kucOpwKpiTBb4w,,,needs_review,,
New World Disorder,1,UCwF5LtzQMGFHbD9USAYHWjQ,,,needs_review,yes,
NEW WORLD EVERDAY,1,UCYvDTb8F-h4uAsLw3oSFFnw,US,,needs_review,yes,
New Zealand Alpine Team,1,UC2IN915W12O7CTA9Zs3NBeg,NZ,,needs_review,,
Newdiscover,1,UCUJcdrHutzQ2oJTtfDz62DA,,,needs_review,,
NEWS & ENTERTAINMENT,1,UCGsXagP6ukYOrbYwpOqlQjA,,,needs_review,yes,
News 24 Hub,1,UCO0A_Va6fWmSmcfFpHsbkyw,IN,,needs_review,yes,
News 4 Reno,1,UCHMxlXMj0RJIMta6CbgfT3A,US,,needs_review,yes,
News 5 WCYB,1,UCA2CQh6DT8C8QogxusKVqQA,US,,needs_review,yes,
News 8 Now,1,UCLLENV4JjxuHCGnC-SyxN8g,US,,needs_review,yes,
News Abcd,1,UCP-I9HbfT3FUZ4ofdmTr2kg,,,needs_review,yes,
News Alert,1,UCqE1IXmya1q5m04Mhh-2Odg,,,needs_review,yes,
News AllWorld,1,UC_bTWQ6rzJHz8ODvklQy9mw,,,needs_review,yes,
News And knowledge,1,UCgKf02CB2gKE0__dUX3Ya1w,,,needs_review,yes,
News Bay,1,UCj7ut2oVO42RbZS5-VkChjg,GB,,needs_review,yes,
News Box,1,UClBgUSwAjUngDKkvjyNFmzQ,US,,needs_review,yes,
News Breaking,1,UCi0ypI9yCYu2DtdM2xv4Zhw,IN,,needs_review,yes,
News Bro,1,UCFjXfg7MRDZcqCU_nRZPR-Q,,,needs_review,yes,
News Cats,1,UCCz0VVAszyl9haEQqi5v9SQ,US,,needs_review,yes,
NEWS CHANNEL,1,UCJ1AxIDYQIJ7dgzO2p86vsA,US,,needs_review,yes,
NEWS DAILY AROUND THE WORLD,1,UCvFbuBzOg0owf7dcMS-6Zzg,NG,,needs_review,yes,
News Desk,1,UCjcOwGMDtVhqY-Tiww9Ia9A,,,needs_review,yes,
News Editor,1,UC4VHXUptDT6wD_MW5-gqMgA,IN,,needs_review,yes,
News Fish,1,UC1HcLMhrvFf4SQ2GgEOeEDw,US,,needs_review,yes,
News Flash - Sound of Hope,1,UCsmXQEaYIlDmbJWRV_g-muw,,,needs_review,yes,
NEWS HUB,1,UCdyyG4sEv6nH0dUkIKBrWjg,CY,,needs_review,yes,
News Hunter,1,UCnjnEPVlJ5sjXEP0mgv5QJw,US,,needs_review,yes,
News In a Flash,1,UCRYXznCatjYDaPanrN3wPvQ,US,,needs_review,yes,
News in a Minute,1,UCwqki8N7Mb0rd2pjL46ZZUA,HK,,needs_review,yes,
NEWS OF BAHRAIN,1,UCg3OeU6DG1GfLrX2f24rTMw,BH,,needs_review,yes,
News of the United States,1,UCQDOyHEmGApXMWaz-5UDyUg,US,,needs_review,yes,
News of the World Channel,1,UC7oUcHBKQUpLRhIYM2rXzSw,,,needs_review,yes,
NEWS PODCAST,1,UC3XLDmwp95_hXJfK8wurVMQ,IN,,needs_review,yes,
News Pulse,1,UC8m8GRom0mdCIirE1o1uXrA,,,needs_review,yes,
News Pup,1,UCvvrt9lcNRplJ-Nb0yvS3bw,KR,,needs_review,yes,
News Source Crawler,1,UC9593ROmiJdnI8BKBcvWPwA,CH,,needs_review,yes,
NEWS TODAY,1,UCC6RjNBUj26aDZA-K6tJD7g,US,,needs_review,yes,
News TV,1,UCbUTOnzgzolvhcJa1x2MaxA,US,,needs_review,yes,
News Updates,1,UCroLmM6dgoAYrwovKlYKsiA,,,needs_review,yes,
news.com.au,1,UCtWWry0cgjWi9C0Ye9sh6og,AU,,needs_review,yes,
News10NBC,1,UCIyDGcDLt7yvpOPYfX4EorQ,US,,needs_review,yes,
News_Now,1,UCwuYrjpA-LCa1q-zKBvJkPA,,,needs_review,yes,
newsaboutgl,1,UCHJ1hBlO1gkZC1AQKmKZcPw,,,needs_review,yes,
NewsAlert333,1,UCaVv-Jx4xn7JJzv2S7KGxvA,,,needs_review,yes,
Newsfeed,1,UCJcYnbTTmiSDzXmLnKQ6t1Q,TR,,needs_review,yes,
Newsflare,1,UCzSSoloGEz10HALUAbYhngQ,GB,,needs_review,yes,
NewsFlash,1,UCxFwAi5TerFyU2ryyFeTj1w,,,needs_review,yes,
NewsGrah,1,UCLxANoNI0cpRhmmgX1KFd4Q,IN,,needs_review,yes,
NEWSIC,1,UCGUF3IzchsnHqqFq6cJ-Z_w,KR,,needs_review,yes,
NewsNest,1,UC_mYt89YQjBD38v5E9QoqKA,,,needs_review,yes,
NewsNowSummary,1,UCA05vhVbVPk8dHVMRHqQwpw,US,,needs_review,yes,
Newsonviews,1,UChm0ZyinuqvA-5AHFXm_qoA,CA,,needs_review,yes,
Newspaper articles,1,UCYq10dpOMt--ByBAFxJthlQ,,,needs_review,yes,
NewsPews,1,UCKRBbCQkXfUI6sGqqnfQ6lA,,,needs_review,yes,
NewsPulse,1,UCKrI3idhe5gwHkWeP1UqpgA,,,needs_review,yes,
NewsQuake,1,UC7GLvFq0SUtAew-FSeZMabw,,,needs_review,yes,
Newsreels,1,UCAouHcHjTMJhZAE1E5tdjSg,US,,needs_review,yes,
NewsRocket!,1,UCEEzKM8qEuXtHxMJDLsGMMg,AT,,needs_review,yes,
Newstalkofficial,1,UCq-Zols77rPSiSjAvbceeaA,,,needs_review,yes,
NewsTold,1,UCP-4JUlrkTK9SeCfrlsSWKw,PK,,needs_review,yes,
newsupdates4real,1,UCWL91oqW3z6-A045ZjJMYHA,,,needs_review,yes,
newswiki,1,UCNvOadCrnr-WPZ7uIipZk8Q,US,,needs_review,yes,
NewsX History,1,UCoBcb2XaUIPxIUPzhhH9v7w,US,,needs_review,yes,
Newzee,1,UCVraSltSET7CHmEulDTqMXA,PK,,needs_review,,
Nexar Global,1,UC5Js9m2CYZJctRm2deK_L6w,TH,,needs_review,,
NexaSouq,1,UCmGWwkhrmicBtpK5RG0hEDg,US,,needs_review,,
NexGen,1,UCthYqRx-gtSSnOF-ORUftoQ,,,needs_review,,
NexoraAI,1,UCT2KtT4TVgdPUYe45WF3hDA,TR,,needs_review,,
Next Generation Product,1,UCxfP7AmwSIprJfJJldljooA,PK,,needs_review,,
Next Geo,1,UCisoBxhmZHzk89ZJDiJoVbg,IN,,needs_review,,
NEXT IAS,1,UCgKgAaGbKS-XWUJGWqP5W0A,IN,,needs_review,,
NEXT IAS HINDI,1,UCAW-rpG882FJA-1EvWueTCg,IN,,needs_review,,
Next Trip,1,UCofJZf06TI02i8DBE9E9Bug,US,,needs_review,,
NexterraStudio,1,UCfaqzUj9_PuKDsv5X2ast3A,IN,,needs_review,,
NextFact,1,UC_ThiOKqN83xGsRJH873oPg,IN,,needs_review,,
NextGen Manufacturing,1,UCVBICP0SNaKk8iuWIyNSpWw,US,,needs_review,,
Nextgen Manufacturing,1,UCY-3Y5pX4fBWypHgjavSZmQ,US,,needs_review,,
NextJ,1,UC-rBE5SXykW-ea6V9BU4qww,,,needs_review,,
NextLevelOZ Big Lap Gap Year,1,UC5FxbnI1nCUJhIMoj1Stxsg,AU,,needs_review,,
NextMomentia,1,UCt6xV3P3J55ndqsLy5BXxig,US,,needs_review,,
NextReel,1,UCWev8fnXMrXVcZzkvviLvbA,IN,,needs_review,,
NextSight USA,1,UC3up7cMifcwbr_zTRwGY7sg,US,,needs_review,,
NEXTstep,1,UCjEEgCQWGBszMNRLH6W8pBQ,,,needs_review,,
NextWave Report,1,UC4E7zzmBVZ5fqd8yRiAHoFA,,,needs_review,yes,
Nexus Context,1,UCVW-07xNxKBOMu5EAY1mj2g,,,needs_review,,
Nexus Insight,1,UCYZDu-j92Wu-F8yq3hYK4Bw,,,needs_review,,
nexuswealth,1,UCcXqHhuHeCN6yKXlianevqA,,,needs_review,,
Nexvirox,1,UC-RIDKzE61wSE7wsr7tmOKw,,,needs_review,,
Nezhad,1,UCpYzqjEx2T41Tor0qihWQTg,ID,,needs_review,,
NF Hides,1,UCWGzR01d8GF5zHWk2k-hyyA,,,needs_review,,
NFFP,1,UCowBVbai-0L_eF6zVPEyhKA,PH,,needs_review,,
NFG Facts,1,UC-Z4QRuUb75_plvpCEscmdA,IN,,needs_review,,
NG YOUTH ORG TV,1,UCwWBXdK8xlGi_vJ_pgqMl4g,,,needs_review,yes,
Ngebacot,1,UCH6evKrFJTZBhDdn0fUUNWw,ID,,needs_review,,
Nguyen Tuananh,1,UCvm5nvh7_MJTpPb2J9zZFrQ,,,needs_review,,
NHEEnglish,1,UCC3KlY6ktPSNTMg_6v-6YkQ,US,,needs_review,,
NHK Video Bank,1,UCU7cVOeVFY5HP7vcOUvutGA,JP,,needs_review,,
Niazi Vlogs 99,1,UCCKqr3xhm70lbDV5f0JGhUg,,,needs_review,,
Nic Madge,1,UCK6NByMObmZdqczCi0Q20BA,GB,,needs_review,,
Nice Ship Cruising with Gav and Caz,1,UCXjOZgZpwJOgdJF4PGjdt2g,GB,,needs_review,,
Nice Try,1,UCQ2o86L-FKyZJKVNnh3Pbmg,,,needs_review,,
Niche History Social Club,1,UCTQI642FVg8oF4zvEVU2UnQ,,,needs_review,,
Nicholas comfort,1,UCgwNF3hXWdNPxNMmYpzz95A,,,needs_review,,
Nicholas Tan,1,UC9BPIFK3n2joIoaM6tzSWzQ,,,needs_review,,
Nick Breeze ClimateGenn,1,UCOfWROvWestkWbBhZTk147w,GB,,needs_review,,
Nick de Sherby,1,UCwahzbv-tkxrwViuqPBYzLg,CA,,needs_review,,
Nick Mei,1,UCyrdJS_oiNNb6lPu4EX9I8g,,,needs_review,,
Nick mock shorts,1,UC39qKxKeWeym0J55O9QIrjQ,IN,,needs_review,,
Nick Toprani,1,UCgs7xtAjKusQPt2x-gSga9A,,,needs_review,,
Nick's Adventures,1,UCd2TSk_lNvFDWwRrHzy3XdQ,,,needs_review,,
NickGeo,1,UCrDWaO4Ro5xC0kImQVUhhrQ,,,needs_review,,
Nicki Swift,1,UC1DGpYiEiqBrQtYXFbLhMVQ,US,,needs_review,,
NickWardImages,1,UCjNpP-msKKJVFV80EFnkcFg,US,,needs_review,,
Nicocco Countryball Mapper,1,UCTZAObMcyPZ1KF0sva1AzDw,,,needs_review,,
Nicola Togni,1,UClxFr9F_2cbD1cwiS_nBe7g,,,needs_review,,
Nicolas Horn,1,UC7-fW9bpSoPk9U7gVLb5bTQ,,,needs_review,,
Nidhi Jain: Wander & Wonder,1,UCIdxqXsyfBcim1wZjFUtIcw,,,needs_review,,
NIDS,1,UCyGa4dcPqONWzjmbuZMOBHQ,US,,needs_review,,
NIEL CHANNEL,1,UCW3RkbVGGy4bNBTU4dONfEg,KE,,needs_review,,
Niels Henrik Andersen,1,UCBhFqARA4D5Im6l-k_Z0s9w,,,needs_review,,
Niels Neveil,1,UCSGnPHyvSToFmEQ6rR7s0AQ,NL,,needs_review,,
Niels Åge Skovbo,1,UCaWAlLKzV7DVS97YmbTk8lw,,,needs_review,,
Nifty Notions,1,UC7X1LMSoCso3-AOKOJAdI6Q,AU,,needs_review,,
Nigah e wali,1,UCaK5mCk7z2cHt2mUHT8GB9g,PK,,needs_review,,
Nigel Trafford - World Traveller And Film Maker,1,UCke-aJykrIiM8AhIfQyX_yA,GB,,needs_review,yes,
Nigel Westlake - Topic,1,UCOyCmZG-I5YL7UnquxCFLiA,,,needs_review,,
Nigeria Ball,1,UCa3YHKI_kLct8Ab2vWOi_nQ,,,needs_review,,
Night Press,1,UCHO6acIxuBnckcjWH4FqCRw,,,needs_review,yes,
Night Show Rewind,1,UCSZo2xWy8Lq-NEpsJT9JdvA,GB,,needs_review,,
Night Sky,1,UCylTcIZjUBhFBuGJQNO99vQ,US,,needs_review,,
Night Soul of Mine,1,UC-t1XABk047FaH2UnsqH9FA,,,needs_review,,
nightcore near,1,UCUY_OPE7Wjaax698sDBl7yg,,,needs_review,,
Nightfall Archives,1,UC_R1RSGPpiNTIkp5XPliWMA,IN,,needs_review,,
Nightingale38,1,UCJiuiV-60dE36zKkA_RnD_g,US,,needs_review,,
Nightmareflamez,1,UCUAvmb5kIhBa1s39WYTW-Zg,,,needs_review,,
nightnick42,1,UCjVmSXMLF7IVBWi2ll5Y91g,,,needs_review,,
Niisinnguaq L. Geisler,1,UCFVORtxdt4IcCsIaJbZ1DMQ,GL,,needs_review,,
NikH Vision,1,UCKbDllqc5KhSjUdYx50stuA,,,needs_review,,
